127.0.0.1 - - [26/Apr/2023:20:33:52 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:33:53 +0530] "GET /Project4/ HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:33:53 +0530] "GET /Project4/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:33:58 +0530] "GET /Project4/WelcomeCtl HTTP/1.1" 200 1553
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:01 +0530] "GET /Project4/LoginCtl HTTP/1.1" 200 3071
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:16 +0530] "POST /Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:16 +0530] "GET /Project4/WelcomeCtl HTTP/1.1" 200 3328
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:18 +0530] "GET /Project4/ctl/MyProfileCtl HTTP/1.1" 200 7348
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:18 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:20 +0530] "GET /Project4/ctl/ChangePasswordCtl HTTP/1.1" 200 5477
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:22 +0530] "GET /Project4/ctl/GetMarksheetCtl HTTP/1.1" 200 4108
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:24 +0530] "GET /Project4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 7551
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:29 +0530] "GET /Project4/ctl/MarksheetCtl HTTP/1.1" 200 7117
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:34 +0530] "GET /Project4/ctl/MarksheetListCtl HTTP/1.1" 200 10517
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:34 +0530] "GET /Project4/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:34 +0530] "GET /Project4/js/Checkbox11.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:39 +0530] "GET /Project4/ctl/UserCtl HTTP/1.1" 200 9344
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:41 +0530] "GET /Project4/ctl/UserListCtl HTTP/1.1" 200 9910
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:41 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:45 +0530] "GET /Project4/ctl/CollegeCtl HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:48 +0530] "GET /Project4/ctl/CollegeListCtl HTTP/1.1" 200 11826
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:53 +0530] "GET /Project4/ctl/CollegeListCtl HTTP/1.1" 200 11826
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:56 +0530] "GET /Project4/ctl/RoleCtl HTTP/1.1" 200 4734
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:34:59 +0530] "GET /Project4/ctl/RoleListCtl HTTP/1.1" 200 8443
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:35:59 +0530] "GET /Project4/ctl/StudentCtl HTTP/1.1" 200 7369
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:35:59 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:03 +0530] "GET /Project4/ctl/GetMarksheetCtl HTTP/1.1" 200 4108
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:40 +0530] "GET /Project4/ctl/SubjectListCtl HTTP/1.1" 200 8410
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:42 +0530] "GET /Project4/ctl/FacultyCtl HTTP/1.1" 200 9483
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:42 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:44 +0530] "GET /Project4/ctl/FacultyListCtl HTTP/1.1" 200 9136
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:47 +0530] "GET /Project4/ctl/TimeTableCtl HTTP/1.1" 200 7347
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:51 +0530] "GET /Project4/ctl/TimeTableListCtl HTTP/1.1" 200 9977
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:51 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jszip/dist/jszip.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jquery-3.5.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/resources/fonts/dejavu.css HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jszip-utils/dist/jszip-utils.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jszip-utils/dist/jszip-utils.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/jquery/jszip/dist/jszip.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/search.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/package-search-index.zip HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/module-search-index.zip HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/type-search-index.zip HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/member-search-index.zip HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/tag-search-index.zip HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/package-search-index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/module-search-index.js HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/member-search-index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/type-search-index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/resources/glass.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/tag-search-index.js HTTP/1.1" 404 749
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:36:53 +0530] "GET /Project4/doc/resources/x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:34 +0530] "GET /Project4/ctl/ChangePasswordCtl HTTP/1.1" 200 5477
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:40 +0530] "POST /Project4/ctl/ChangePasswordCtl HTTP/1.1" 200 5609
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:50 +0530] "GET /Project4/LoginCtl?operation=logout HTTP/1.1" 200 3094
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:58 +0530] "POST /Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:58 +0530] "GET /Project4/UserRegistrationCtl HTTP/1.1" 200 6506
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:37:58 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [26/Apr/2023:20:38:07 +0530] "GET /Project4/LoginCtl HTTP/1.1" 200 3071
